image,binary_label,split
extracted_images/train/000000.png,0,train
extracted_images/train/000001.png,1,train
extracted_images/train/000002.png,1,train
extracted_images/train/000003.png,1,train
extracted_images/train/000004.png,0,train
extracted_images/train/000005.png,0,train
extracted_images/train/000006.png,0,train
extracted_images/train/000007.png,1,train
extracted_images/train/000008.png,1,train
extracted_images/train/000009.png,1,train
extracted_images/train/000010.png,1,train
extracted_images/train/000011.png,1,train
extracted_images/train/000012.png,1,train
extracted_images/train/000013.png,0,train
extracted_images/train/000014.png,1,train
extracted_images/train/000015.png,1,train
extracted_images/train/000016.png,1,train
extracted_images/train/000017.png,1,train
extracted_images/train/000018.png,1,train
extracted_images/train/000019.png,1,train
extracted_images/train/000020.png,1,train
extracted_images/train/000021.png,1,train
extracted_images/train/000022.png,1,train
extracted_images/train/000023.png,0,train
extracted_images/train/000024.png,1,train
extracted_images/train/000025.png,1,train
extracted_images/train/000026.png,1,train
extracted_images/train/000027.png,0,train
extracted_images/train/000028.png,1,train
extracted_images/train/000029.png,1,train
extracted_images/train/000030.png,1,train
extracted_images/train/000031.png,1,train
extracted_images/train/000032.png,0,train
extracted_images/train/000033.png,1,train
extracted_images/train/000034.png,0,train
extracted_images/train/000035.png,1,train
extracted_images/train/000036.png,1,train
extracted_images/train/000037.png,1,train
extracted_images/train/000038.png,1,train
extracted_images/train/000039.png,0,train
extracted_images/train/000040.png,1,train
extracted_images/train/000041.png,0,train
extracted_images/train/000042.png,1,train
extracted_images/train/000043.png,1,train
extracted_images/train/000044.png,1,train
extracted_images/train/000045.png,1,train
extracted_images/train/000046.png,1,train
extracted_images/train/000047.png,1,train
extracted_images/train/000048.png,0,train
extracted_images/train/000049.png,0,train
extracted_images/train/000050.png,0,train
extracted_images/train/000051.png,1,train
extracted_images/train/000052.png,1,train
extracted_images/train/000053.png,1,train
extracted_images/train/000054.png,1,train
extracted_images/train/000055.png,0,train
extracted_images/train/000056.png,1,train
extracted_images/train/000057.png,0,train
extracted_images/train/000058.png,1,train
extracted_images/train/000059.png,1,train
extracted_images/train/000060.png,1,train
extracted_images/train/000061.png,1,train
extracted_images/train/000062.png,0,train
extracted_images/train/000063.png,1,train
extracted_images/train/000064.png,1,train
extracted_images/train/000065.png,0,train
extracted_images/train/000066.png,1,train
extracted_images/train/000067.png,1,train
extracted_images/train/000068.png,1,train
extracted_images/train/000069.png,1,train
extracted_images/train/000070.png,1,train
extracted_images/train/000071.png,0,train
extracted_images/train/000072.png,1,train
extracted_images/train/000073.png,1,train
extracted_images/train/000074.png,1,train
extracted_images/train/000075.png,0,train
extracted_images/train/000076.png,1,train
extracted_images/train/000077.png,1,train
extracted_images/train/000078.png,1,train
extracted_images/train/000079.png,0,train
extracted_images/train/000080.png,1,train
extracted_images/train/000081.png,0,train
extracted_images/train/000082.png,0,train
extracted_images/train/000083.png,1,train
extracted_images/train/000084.png,0,train
extracted_images/train/000085.png,0,train
extracted_images/train/000086.png,1,train
extracted_images/train/000087.png,0,train
extracted_images/train/000088.png,0,train
extracted_images/train/000089.png,1,train
extracted_images/train/000090.png,1,train
extracted_images/train/000091.png,1,train
extracted_images/train/000092.png,0,train
extracted_images/train/000093.png,0,train
extracted_images/train/000094.png,0,train
extracted_images/train/000095.png,0,train
extracted_images/train/000096.png,1,train
extracted_images/train/000097.png,0,train
extracted_images/train/000098.png,1,train
extracted_images/train/000099.png,0,train
extracted_images/train/000100.png,1,train
extracted_images/train/000101.png,1,train
extracted_images/train/000102.png,0,train
extracted_images/train/000103.png,1,train
extracted_images/train/000104.png,1,train
extracted_images/train/000105.png,1,train
extracted_images/train/000106.png,1,train
extracted_images/train/000107.png,0,train
extracted_images/train/000108.png,1,train
extracted_images/train/000109.png,0,train
extracted_images/train/000110.png,0,train
extracted_images/train/000111.png,0,train
extracted_images/train/000112.png,1,train
extracted_images/train/000113.png,0,train
extracted_images/train/000114.png,0,train
extracted_images/train/000115.png,0,train
extracted_images/train/000116.png,0,train
extracted_images/train/000117.png,0,train
extracted_images/train/000118.png,0,train
extracted_images/train/000119.png,0,train
extracted_images/train/000120.png,0,train
extracted_images/train/000121.png,1,train
extracted_images/train/000122.png,0,train
extracted_images/train/000123.png,1,train
extracted_images/train/000124.png,0,train
extracted_images/train/000125.png,1,train
extracted_images/train/000126.png,0,train
extracted_images/train/000127.png,0,train
extracted_images/train/000128.png,0,train
extracted_images/train/000129.png,1,train
extracted_images/train/000130.png,0,train
extracted_images/train/000131.png,0,train
extracted_images/train/000132.png,1,train
extracted_images/train/000133.png,0,train
extracted_images/train/000134.png,1,train
extracted_images/train/000135.png,0,train
extracted_images/train/000136.png,0,train
extracted_images/train/000137.png,0,train
extracted_images/train/000138.png,0,train
extracted_images/train/000139.png,1,train
extracted_images/train/000140.png,0,train
extracted_images/train/000141.png,0,train
extracted_images/train/000142.png,1,train
extracted_images/train/000143.png,0,train
extracted_images/train/000144.png,0,train
extracted_images/train/000145.png,1,train
extracted_images/train/000146.png,1,train
extracted_images/train/000147.png,1,train
extracted_images/train/000148.png,0,train
extracted_images/train/000149.png,0,train
extracted_images/train/000150.png,0,train
extracted_images/train/000151.png,1,train
extracted_images/train/000152.png,0,train
extracted_images/train/000153.png,0,train
extracted_images/train/000154.png,1,train
extracted_images/train/000155.png,1,train
extracted_images/train/000156.png,0,train
extracted_images/train/000157.png,0,train
extracted_images/train/000158.png,0,train
extracted_images/train/000159.png,0,train
extracted_images/train/000160.png,0,train
extracted_images/train/000161.png,1,train
extracted_images/train/000162.png,1,train
extracted_images/train/000163.png,0,train
extracted_images/train/000164.png,1,train
extracted_images/train/000165.png,1,train
extracted_images/train/000166.png,0,train
extracted_images/train/000167.png,1,train
extracted_images/train/000168.png,0,train
extracted_images/train/000169.png,1,train
extracted_images/train/000170.png,1,train
extracted_images/train/000171.png,1,train
extracted_images/train/000172.png,0,train
extracted_images/train/000173.png,0,train
extracted_images/train/000174.png,1,train
extracted_images/train/000175.png,1,train
extracted_images/train/000176.png,1,train
extracted_images/train/000177.png,1,train
extracted_images/train/000178.png,0,train
extracted_images/train/000179.png,1,train
extracted_images/train/000180.png,0,train
extracted_images/train/000181.png,0,train
extracted_images/train/000182.png,0,train
extracted_images/train/000183.png,1,train
extracted_images/train/000184.png,0,train
extracted_images/train/000185.png,0,train
extracted_images/train/000186.png,1,train
extracted_images/train/000187.png,1,train
extracted_images/train/000188.png,0,train
extracted_images/train/000189.png,1,train
extracted_images/train/000190.png,1,train
extracted_images/train/000191.png,1,train
extracted_images/train/000192.png,1,train
extracted_images/train/000193.png,0,train
extracted_images/train/000194.png,0,train
extracted_images/train/000195.png,1,train
extracted_images/train/000196.png,1,train
extracted_images/train/000197.png,1,train
extracted_images/train/000198.png,0,train
extracted_images/train/000199.png,0,train
extracted_images/train/000200.png,1,train
extracted_images/train/000201.png,1,train
extracted_images/train/000202.png,0,train
extracted_images/train/000203.png,0,train
extracted_images/train/000204.png,1,train
extracted_images/train/000205.png,0,train
extracted_images/train/000206.png,0,train
extracted_images/train/000207.png,0,train
extracted_images/train/000208.png,0,train
extracted_images/train/000209.png,0,train
extracted_images/train/000210.png,1,train
extracted_images/train/000211.png,0,train
extracted_images/train/000212.png,0,train
extracted_images/train/000213.png,1,train
extracted_images/train/000214.png,0,train
extracted_images/train/000215.png,1,train
extracted_images/train/000216.png,0,train
extracted_images/train/000217.png,0,train
extracted_images/train/000218.png,1,train
extracted_images/train/000219.png,0,train
extracted_images/train/000220.png,0,train
extracted_images/train/000221.png,1,train
extracted_images/train/000222.png,1,train
extracted_images/train/000223.png,1,train
extracted_images/train/000224.png,1,train
extracted_images/train/000225.png,0,train
extracted_images/train/000226.png,1,train
extracted_images/train/000227.png,0,train
extracted_images/train/000228.png,1,train
extracted_images/train/000229.png,1,train
extracted_images/train/000230.png,1,train
extracted_images/train/000231.png,1,train
extracted_images/train/000232.png,1,train
extracted_images/train/000233.png,0,train
extracted_images/train/000234.png,0,train
extracted_images/train/000235.png,1,train
extracted_images/train/000236.png,0,train
extracted_images/train/000237.png,1,train
extracted_images/train/000238.png,0,train
extracted_images/train/000239.png,1,train
extracted_images/train/000240.png,1,train
extracted_images/train/000241.png,1,train
extracted_images/train/000242.png,0,train
extracted_images/train/000243.png,0,train
extracted_images/train/000244.png,1,train
extracted_images/train/000245.png,0,train
extracted_images/train/000246.png,0,train
extracted_images/train/000247.png,1,train
extracted_images/train/000248.png,0,train
extracted_images/train/000249.png,1,train
extracted_images/train/000250.png,0,train
extracted_images/train/000251.png,1,train
extracted_images/train/000252.png,0,train
extracted_images/train/000253.png,0,train
extracted_images/train/000254.png,1,train
extracted_images/train/000255.png,0,train
extracted_images/train/000256.png,1,train
extracted_images/train/000257.png,0,train
extracted_images/train/000258.png,1,train
extracted_images/train/000259.png,0,train
extracted_images/train/000260.png,1,train
extracted_images/train/000261.png,1,train
extracted_images/train/000262.png,1,train
extracted_images/train/000263.png,1,train
extracted_images/train/000264.png,1,train
extracted_images/train/000265.png,1,train
extracted_images/train/000266.png,0,train
extracted_images/train/000267.png,0,train
extracted_images/train/000268.png,0,train
extracted_images/train/000269.png,0,train
extracted_images/train/000270.png,1,train
extracted_images/train/000271.png,1,train
extracted_images/train/000272.png,0,train
extracted_images/train/000273.png,0,train
extracted_images/train/000274.png,0,train
extracted_images/train/000275.png,0,train
extracted_images/train/000276.png,0,train
extracted_images/train/000277.png,1,train
extracted_images/train/000278.png,1,train
extracted_images/train/000279.png,1,train
extracted_images/train/000280.png,0,train
extracted_images/train/000281.png,0,train
extracted_images/train/000282.png,1,train
extracted_images/train/000283.png,1,train
extracted_images/train/000284.png,1,train
extracted_images/train/000285.png,0,train
extracted_images/train/000286.png,1,train
extracted_images/train/000287.png,0,train
extracted_images/train/000288.png,1,train
extracted_images/train/000289.png,0,train
extracted_images/train/000290.png,0,train
extracted_images/train/000291.png,0,train
extracted_images/train/000292.png,0,train
extracted_images/train/000293.png,0,train
extracted_images/train/000294.png,1,train
extracted_images/train/000295.png,1,train
extracted_images/train/000296.png,0,train
extracted_images/train/000297.png,1,train
extracted_images/train/000298.png,0,train
extracted_images/train/000299.png,1,train
extracted_images/train/000300.png,0,train
extracted_images/train/000301.png,1,train
extracted_images/train/000302.png,1,train
extracted_images/train/000303.png,1,train
extracted_images/train/000304.png,1,train
extracted_images/train/000305.png,0,train
extracted_images/train/000306.png,1,train
extracted_images/train/000307.png,0,train
extracted_images/train/000308.png,0,train
extracted_images/train/000309.png,0,train
extracted_images/train/000310.png,1,train
extracted_images/train/000311.png,1,train
extracted_images/train/000312.png,0,train
extracted_images/train/000313.png,0,train
extracted_images/train/000314.png,1,train
extracted_images/train/000315.png,0,train
extracted_images/train/000316.png,1,train
extracted_images/train/000317.png,0,train
extracted_images/train/000318.png,0,train
extracted_images/train/000319.png,0,train
extracted_images/train/000320.png,0,train
extracted_images/train/000321.png,0,train
extracted_images/train/000322.png,0,train
extracted_images/train/000323.png,0,train
extracted_images/train/000324.png,1,train
extracted_images/train/000325.png,1,train
extracted_images/train/000326.png,1,train
extracted_images/train/000327.png,0,train
extracted_images/train/000328.png,0,train
extracted_images/train/000329.png,0,train
extracted_images/train/000330.png,0,train
extracted_images/train/000331.png,1,train
extracted_images/train/000332.png,1,train
extracted_images/train/000333.png,1,train
extracted_images/train/000334.png,0,train
extracted_images/train/000335.png,0,train
extracted_images/train/000336.png,1,train
extracted_images/train/000337.png,1,train
extracted_images/train/000338.png,0,train
extracted_images/train/000339.png,1,train
extracted_images/train/000340.png,1,train
extracted_images/train/000341.png,0,train
extracted_images/train/000342.png,0,train
extracted_images/train/000343.png,1,train
extracted_images/train/000344.png,0,train
extracted_images/train/000345.png,1,train
extracted_images/train/000346.png,1,train
extracted_images/train/000347.png,1,train
extracted_images/train/000348.png,1,train
extracted_images/train/000349.png,0,train
extracted_images/train/000350.png,0,train
extracted_images/train/000351.png,1,train
extracted_images/train/000352.png,0,train
extracted_images/train/000353.png,1,train
extracted_images/train/000354.png,1,train
extracted_images/train/000355.png,1,train
extracted_images/train/000356.png,1,train
extracted_images/train/000357.png,0,train
extracted_images/train/000358.png,0,train
extracted_images/train/000359.png,0,train
extracted_images/train/000360.png,0,train
extracted_images/train/000361.png,0,train
extracted_images/train/000362.png,0,train
extracted_images/train/000363.png,1,train
extracted_images/train/000364.png,0,train
extracted_images/train/000365.png,1,train
extracted_images/train/000366.png,0,train
extracted_images/train/000367.png,0,train
extracted_images/train/000368.png,0,train
extracted_images/train/000369.png,0,train
extracted_images/train/000370.png,0,train
extracted_images/train/000371.png,0,train
extracted_images/train/000372.png,1,train
extracted_images/train/000373.png,0,train
extracted_images/train/000374.png,0,train
extracted_images/train/000375.png,0,train
extracted_images/train/000376.png,0,train
extracted_images/train/000377.png,0,train
extracted_images/train/000378.png,0,train
extracted_images/train/000379.png,1,train
extracted_images/train/000380.png,0,train
extracted_images/train/000381.png,1,train
extracted_images/train/000382.png,1,train
extracted_images/train/000383.png,1,train
extracted_images/train/000384.png,1,train
extracted_images/train/000385.png,1,train
extracted_images/train/000386.png,1,train
extracted_images/train/000387.png,0,train
extracted_images/train/000388.png,1,train
extracted_images/train/000389.png,1,train
extracted_images/train/000390.png,1,train
extracted_images/train/000391.png,0,train
extracted_images/train/000392.png,1,train
extracted_images/train/000393.png,1,train
extracted_images/train/000394.png,1,train
extracted_images/train/000395.png,1,train
extracted_images/train/000396.png,0,train
extracted_images/train/000397.png,1,train
extracted_images/train/000398.png,0,train
extracted_images/train/000399.png,0,train
extracted_images/train/000400.png,0,train
extracted_images/train/000401.png,1,train
extracted_images/train/000402.png,1,train
extracted_images/train/000403.png,0,train
extracted_images/train/000404.png,0,train
extracted_images/train/000405.png,0,train
extracted_images/train/000406.png,1,train
extracted_images/train/000407.png,1,train
extracted_images/train/000408.png,0,train
extracted_images/train/000409.png,0,train
extracted_images/train/000410.png,0,train
extracted_images/train/000411.png,0,train
extracted_images/train/000412.png,1,train
extracted_images/train/000413.png,1,train
extracted_images/train/000414.png,1,train
extracted_images/train/000415.png,1,train
extracted_images/train/000416.png,1,train
extracted_images/train/000417.png,0,train
extracted_images/train/000418.png,1,train
extracted_images/train/000419.png,1,train
extracted_images/train/000420.png,0,train
extracted_images/train/000421.png,1,train
extracted_images/train/000422.png,1,train
extracted_images/train/000423.png,0,train
extracted_images/train/000424.png,0,train
extracted_images/train/000425.png,1,train
extracted_images/train/000426.png,1,train
extracted_images/train/000427.png,1,train
extracted_images/train/000428.png,0,train
extracted_images/train/000429.png,1,train
extracted_images/train/000430.png,0,train
extracted_images/train/000431.png,1,train
extracted_images/train/000432.png,1,train
extracted_images/train/000433.png,1,train
extracted_images/train/000434.png,0,train
extracted_images/train/000435.png,0,train
extracted_images/train/000436.png,1,train
extracted_images/train/000437.png,0,train
extracted_images/train/000438.png,1,train
extracted_images/train/000439.png,1,train
extracted_images/train/000440.png,1,train
extracted_images/train/000441.png,1,train
extracted_images/train/000442.png,1,train
extracted_images/train/000443.png,1,train
extracted_images/train/000444.png,0,train
extracted_images/train/000445.png,1,train
extracted_images/train/000446.png,1,train
extracted_images/train/000447.png,0,train
extracted_images/train/000448.png,1,train
extracted_images/train/000449.png,0,train
extracted_images/train/000450.png,1,train
extracted_images/train/000451.png,0,train
extracted_images/train/000452.png,1,train
extracted_images/train/000453.png,0,train
extracted_images/train/000454.png,0,train
extracted_images/train/000455.png,0,train
extracted_images/train/000456.png,0,train
extracted_images/train/000457.png,0,train
extracted_images/train/000458.png,0,train
extracted_images/train/000459.png,1,train
extracted_images/train/000460.png,1,train
extracted_images/train/000461.png,0,train
extracted_images/train/000462.png,0,train
extracted_images/train/000463.png,1,train
extracted_images/train/000464.png,0,train
extracted_images/train/000465.png,0,train
extracted_images/train/000466.png,0,train
extracted_images/train/000467.png,0,train
extracted_images/train/000468.png,0,train
extracted_images/train/000469.png,1,train
extracted_images/train/000470.png,1,train
extracted_images/train/000471.png,1,train
extracted_images/train/000472.png,1,train
extracted_images/train/000473.png,1,train
extracted_images/train/000474.png,1,train
extracted_images/train/000475.png,0,train
extracted_images/train/000476.png,1,train
extracted_images/train/000477.png,0,train
extracted_images/train/000478.png,0,train
extracted_images/train/000479.png,1,train
extracted_images/train/000480.png,1,train
extracted_images/train/000481.png,1,train
extracted_images/train/000482.png,1,train
extracted_images/train/000483.png,0,train
extracted_images/train/000484.png,0,train
extracted_images/train/000485.png,1,train
extracted_images/train/000486.png,0,train
extracted_images/train/000487.png,0,train
extracted_images/train/000488.png,1,train
extracted_images/train/000489.png,1,train
extracted_images/train/000490.png,0,train
extracted_images/train/000491.png,0,train
extracted_images/train/000492.png,0,train
extracted_images/train/000493.png,1,train
extracted_images/train/000494.png,1,train
extracted_images/train/000495.png,0,train
extracted_images/train/000496.png,1,train
extracted_images/train/000497.png,0,train
extracted_images/train/000498.png,0,train
extracted_images/train/000499.png,0,train
extracted_images/train/000500.png,1,train
extracted_images/train/000501.png,1,train
extracted_images/train/000502.png,0,train
extracted_images/train/000503.png,1,train
extracted_images/train/000504.png,0,train
extracted_images/train/000505.png,1,train
extracted_images/train/000506.png,1,train
extracted_images/train/000507.png,0,train
extracted_images/train/000508.png,1,train
extracted_images/train/000509.png,1,train
extracted_images/train/000510.png,1,train
extracted_images/train/000511.png,0,train
extracted_images/train/000512.png,0,train
extracted_images/train/000513.png,1,train
extracted_images/train/000514.png,1,train
extracted_images/train/000515.png,0,train
extracted_images/train/000516.png,1,train
extracted_images/train/000517.png,1,train
extracted_images/train/000518.png,0,train
extracted_images/train/000519.png,0,train
extracted_images/train/000520.png,0,train
extracted_images/train/000521.png,1,train
extracted_images/train/000522.png,1,train
extracted_images/train/000523.png,1,train
extracted_images/train/000524.png,1,train
extracted_images/train/000525.png,0,train
extracted_images/train/000526.png,1,train
extracted_images/train/000527.png,1,train
extracted_images/train/000528.png,0,train
extracted_images/train/000529.png,1,train
extracted_images/train/000530.png,0,train
extracted_images/train/000531.png,0,train
extracted_images/train/000532.png,0,train
extracted_images/train/000533.png,0,train
extracted_images/train/000534.png,1,train
extracted_images/train/000535.png,1,train
extracted_images/train/000536.png,1,train
extracted_images/train/000537.png,1,train
extracted_images/train/000538.png,1,train
extracted_images/train/000539.png,1,train
extracted_images/train/000540.png,0,train
extracted_images/train/000541.png,1,train
extracted_images/train/000542.png,0,train
extracted_images/train/000543.png,1,train
extracted_images/train/000544.png,0,train
extracted_images/train/000545.png,0,train
extracted_images/train/000546.png,0,train
extracted_images/train/000547.png,0,train
extracted_images/train/000548.png,1,train
extracted_images/train/000549.png,1,train
extracted_images/train/000550.png,1,train
extracted_images/train/000551.png,0,train
