filename,true_label,predicted_label,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,probability_class_5,probability_class_6
Testing/CaS/_400.jpg,0,0,0.99995315,3.8113496e-05,6.373232e-06,1.8846498e-06,1.7245494e-09,4.6389135e-07,9.418307e-08
Testing/CaS/_401.jpg,0,3,0.10983193,8.2320694e-05,2.2905218e-05,0.51161003,0.0018626393,0.3746204,0.0019697517
Testing/CaS/_402.jpg,0,0,0.9939067,0.0060611144,2.0283127e-05,5.679131e-06,2.7339254e-11,1.02038804e-07,6.107321e-06
Testing/CaS/_403.jpg,0,0,0.99818075,6.554033e-06,4.1818057e-05,0.00019324492,5.0766077e-05,0.00081809715,0.00070876954
Testing/CaS/_404.jpg,0,0,0.9245354,3.898113e-05,0.00011442221,0.0058225915,0.00035957395,0.06802072,0.001108277
Testing/CaS/_405.jpg,0,0,0.9996685,0.0003253451,4.9126156e-06,1.2534775e-06,3.3578546e-11,9.065387e-09,7.763033e-09
Testing/CaS/_406.jpg,0,0,0.9925517,9.407081e-05,0.00015761559,0.006195516,0.0002930779,0.00068618247,2.1916207e-05
Testing/CaS/_407.jpg,0,0,0.9852941,0.00014217503,0.003073215,0.010987076,0.0004366961,6.624976e-05,5.173337e-07
Testing/CoS/_400.jpg,1,1,6.772284e-05,0.9973942,0.00043051585,0.0021012034,1.3623921e-08,1.2837401e-06,5.0167887e-06
Testing/CoS/_401.jpg,1,1,0.0022174737,0.9977552,2.6245525e-05,1.0006395e-06,4.130268e-11,2.511332e-09,6.055168e-08
Testing/CoS/_402.jpg,1,1,0.00032845634,0.99966156,8.7616345e-06,4.802378e-07,1.0295264e-09,3.2670917e-07,4.230294e-07
Testing/CoS/_403.jpg,1,1,0.0015968388,0.9984023,1.1455467e-07,6.176541e-07,7.428549e-11,2.2241008e-10,1.260706e-07
Testing/CoS/_404.jpg,1,1,0.0036531463,0.9622818,0.0014265055,0.032017,3.3464316e-06,0.0006166152,1.680472e-06
Testing/CoS/_405.jpg,1,1,3.1216674e-05,0.999964,5.5549915e-08,4.616692e-06,1.4932802e-10,6.7354444e-10,4.3278163e-08
Testing/CoS/_406.jpg,1,1,0.000295319,0.99943775,5.069436e-07,0.00019681305,5.587473e-09,1.9396317e-05,5.0198647e-05
Testing/CoS/_407.jpg,1,1,0.00010254347,0.9990495,8.387816e-06,0.0008264937,1.9645368e-06,1.6340245e-07,1.0915285e-05
Testing/Gum/_400.jpg,2,2,0.0027850377,6.952584e-05,0.99245113,0.004532048,6.553101e-06,1.1378112e-05,0.00014416657
Testing/Gum/_401.jpg,2,2,0.04915477,0.0007708938,0.84408706,0.10304308,6.12614e-05,9.9360484e-05,0.0027835446
Testing/Gum/_402.jpg,2,2,0.0011203049,2.8101128e-06,0.99856263,0.00020436675,5.215277e-07,7.2884926e-05,3.6449568e-05
Testing/Gum/_403.jpg,2,2,2.2857469e-06,2.1344052e-07,0.9993988,0.00058520975,1.0200649e-06,4.983154e-08,1.2420796e-05
Testing/Gum/_404.jpg,2,2,0.016074402,0.0009290095,0.4505165,0.39637268,0.027330287,0.0014342193,0.107342914
Testing/Gum/_405.jpg,2,2,0.00027856693,1.2126943e-05,0.99815816,0.00075333175,2.1353458e-06,1.0611761e-05,0.00078507577
Testing/Gum/_406.jpg,2,2,0.0003383913,1.9294117e-05,0.97832733,0.0210914,6.558261e-06,3.1811047e-05,0.00018521107
Testing/MC/_400.jpg,3,4,4.8566167e-06,1.5556957e-06,0.00059585145,0.018112097,0.98083866,0.00039238087,5.445389e-05
Testing/MC/_401.jpg,3,3,8.802796e-06,2.1687869e-07,0.0012090255,0.9889283,0.005080379,0.0047626034,1.0590135e-05
Testing/MC/_402.jpg,3,3,4.3614937e-06,2.6910336e-06,0.0035354984,0.97646266,0.014889817,3.144273e-05,0.00507353
Testing/MC/_403.jpg,3,2,0.0140199,0.00015992014,0.9599507,0.025235051,6.1130995e-05,5.311472e-05,0.0005201911
Testing/MC/_404.jpg,3,2,0.07972164,3.506717e-05,0.81698,0.10236608,0.0008624475,9.983416e-06,2.4699719e-05
Testing/MC/_405.jpg,3,3,0.00017666852,3.8403396e-06,0.010475801,0.98418564,0.0014192648,0.0010616884,0.0026771198
Testing/MC/_406.jpg,3,3,0.007150336,6.4814035e-06,5.63581e-06,0.9873913,0.001959323,0.0034098732,7.708269e-05
Testing/MC/_407.jpg,3,3,0.036330547,2.6179081e-05,0.0007736699,0.93464696,0.015337852,0.010612104,0.0022726739
Testing/MC/_408.jpg,3,3,4.3741427e-05,5.060281e-06,0.052189086,0.90966624,0.0263651,0.0005348656,0.011195944
Testing/OC/_400.jpg,4,4,0.00041334637,8.947639e-06,4.7601607e-06,0.00010021947,0.93488437,0.06223502,0.0023533145
Testing/OC/_401.jpg,4,4,0.00057658285,2.0998505e-06,7.3911488e-06,7.426229e-06,0.9061118,0.08810852,0.0051861266
Testing/OC/_402.jpg,4,4,0.21486281,5.7664744e-05,0.004080562,0.0003172332,0.617579,0.16090909,0.0021936237
Testing/OC/_403.jpg,4,4,0.12469208,0.00015600295,0.008945362,0.00717041,0.7190286,0.13190326,0.008104256
Testing/OC/_404.jpg,4,4,0.003872097,1.08477825e-05,0.00010804385,0.17367019,0.7484137,0.071780354,0.0021449127
Testing/OC/_405.jpg,4,4,1.9791253e-06,4.3668145e-08,2.6317775e-06,0.01888419,0.979556,0.0008612795,0.00069391757
Testing/OLP/_400.jpg,5,4,1.9745004e-05,5.170288e-07,8.445502e-07,0.013632775,0.98064995,0.0055155796,0.00018061663
Testing/OLP/_401.jpg,5,6,0.0005918362,1.3656043e-05,0.0011567782,5.743594e-05,0.0001690335,0.06500189,0.9330095
Testing/OLP/_402.jpg,5,4,0.010675939,9.8745186e-05,0.0001246303,0.03959672,0.6543137,0.24860926,0.04658094
Testing/OLP/_403.jpg,5,6,7.18363e-05,1.560118e-05,0.03193125,0.00011997205,0.00024116902,0.006383516,0.9612366
Testing/OLP/_404.jpg,5,3,0.0012013565,3.107659e-05,0.055410113,0.94308287,5.2399184e-05,9.895377e-06,0.0002123171
Testing/OLP/_405.jpg,5,5,4.7319073e-08,5.121831e-08,4.9259006e-07,0.013472517,0.00011384903,0.98554635,0.000866747
Testing/OLP/_406.jpg,5,2,0.00025217084,7.8429264e-05,0.5144827,0.003859634,0.0035456214,0.013910149,0.4638713
Testing/OLP/_407.jpg,5,5,6.104906e-07,6.830835e-07,2.227086e-08,0.00018492008,2.7499393e-05,0.9979354,0.0018508557
Testing/OLP/_408.jpg,5,5,1.5238377e-05,4.389709e-07,1.0343663e-06,2.8757577e-05,1.6291753e-07,0.99982774,0.00012656966
Testing/OLP/_409.jpg,5,6,1.0781013e-05,1.6421775e-06,5.7571353e-05,2.9218094e-05,6.47893e-05,0.05799272,0.9418433
Testing/OT/_400.jpg,6,6,1.9795534e-05,1.3980789e-06,0.003777372,0.014548013,0.00021942367,0.0013367926,0.98009735
Testing/OT/_401.jpg,6,6,0.0011029693,7.277067e-06,4.164659e-05,0.07729515,0.03931394,0.008085523,0.87415355
Testing/OT/_402.jpg,6,5,0.00269503,4.8465576e-05,2.0000956e-05,1.51205695e-05,0.0024920893,0.6657361,0.32899314
Testing/OT/_403.jpg,6,6,0.11665714,0.00021983012,0.0016163249,0.00015622623,0.12332397,0.018171752,0.73985475
Testing/OT/_404.jpg,6,6,0.003975646,4.7431113e-05,6.712291e-05,2.3140563e-05,2.7629016e-05,0.3227342,0.6731248
Testing/OT/_405.jpg,6,6,0.00041914464,1.0164119e-06,1.2381819e-05,2.721095e-06,4.9671496e-07,2.2084856e-05,0.9995421
