image,label,split
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_000.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_001.jpg,0,test
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_002.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_003.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_004.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_005.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_006.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_007.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_008.jpg,0,val
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_009.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_010.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_011.jpg,0,val
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_012.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_013.jpg,0,val
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_014.jpg,0,test
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_015.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_016.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_017.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_018.jpg,0,val
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_019.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_020.jpg,0,val
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_021.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_022.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_023.jpg,0,val
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_024.jpg,0,train
Oto-Endoscopic_Images/Acute_Otitis_Media/AOM_025.jpg,0,train
