image,label,split
data/train/Acral_Lentiginous_Melanoma/1124-Subungual_Melanoma-642x361-slide3_jpg.rf.0dac8bb63db59e791970223a68db4b3e.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/1124-Subungual_Melanoma-642x361-slide3_jpg.rf.20c5952ae446e61a018ac2e98609f278.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/1124-Subungual_Melanoma-642x361-slide3_jpg.rf.3de4faf4d64a0103c78ab6b6224a21d5.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/4229e494114681c808066e262f2f82ad1c89676d_jpg.rf.9d151d7348b779653542fc6cd8cfb04f.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/4229e494114681c808066e262f2f82ad1c89676d_jpg.rf.c06c1d1f4666c86b4d9c077d67cf65d6.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/4229e494114681c808066e262f2f82ad1c89676d_jpg.rf.e50fbd6607bf6a1c7dd7a3804e808c92.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/4494_jpg.rf.36a86d22d015d849dd1cca246c540d00.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/4494_jpg.rf.41f531ec11b70699f8563986b9fe4fd9.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/4494_jpg.rf.6ff7bf08f66b965df5f0ef4c3cb91031.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/978-3-319-65649-6_2_Fig6_HTML_png.rf.30d6f74b2741f4f7b702e9a4a3f2278b.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/978-3-319-65649-6_2_Fig6_HTML_png.rf.4aa6947b826055c06936954d5def62b7.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/978-3-319-65649-6_2_Fig6_HTML_png.rf.db780daffacbe1002fc2b6b965f94cd8.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/CuvmX-dWIAAv_PX_jpeg.rf.489e2938110ea64e39008cb97ce0542d.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/CuvmX-dWIAAv_PX_jpeg.rf.9a978ed8ec6b5c63529dbdd6a13be611.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/CuvmX-dWIAAv_PX_jpeg.rf.ef45383bb8925fcc7dacfe7fe0de2814.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Nail-apparatus-lentigo-in-an-adult_Q320_jpg.rf.1ad858d5f7c92b329deffac49b34c4d1.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Nail-apparatus-lentigo-in-an-adult_Q320_jpg.rf.6ebd65828d989753b7c4b0c06c7f6358.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Nail-apparatus-lentigo-in-an-adult_Q320_jpg.rf.9d072b7e4ac0f85b452e8b0e8826e855.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Pseudo-Hutchinsons-sign-with-homogeneous-brownish-and-grayish-longitudinal-bands-and_png.rf.50538135841a0230e1235b53ec99c0c5.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Pseudo-Hutchinsons-sign-with-homogeneous-brownish-and-grayish-longitudinal-bands-and_png.rf.e79eb4007048e6ed3c2ad743a4b8324f.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Pseudo-Hutchinsons-sign-with-homogeneous-brownish-and-grayish-longitudinal-bands-and_png.rf.eb4013b27bed39c30627ff291d356011.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-57-44-PM_png.rf.13d81a139e11c6423597aacb47d252ad.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-57-44-PM_png.rf.14620009abfa1fd4bf1357afa02104ed.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-57-44-PM_png.rf.daa45ff36593d9ad355db22b40be353a.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-00-PM_png.rf.a58b88ffc29670a9925e1e7c89abb947.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-00-PM_png.rf.cea9be0659da8b9e6e36d4ee8e066d20.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-00-PM_png.rf.ebc0512d12960462f7e2cde0fb25a192.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-09-PM_png.rf.71db003b5c5201114277b6c29b212b12.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-09-PM_png.rf.84eaa8f0ddd6568f5220a7288d709742.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-09-PM_png.rf.eb2daff7bab45b5969cc305bf2816bae.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-19-PM_png.rf.936289f072e08cd50fed87f99dc64f17.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-19-PM_png.rf.9cddffff309be9e3f7890509edb9bb07.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-19-PM_png.rf.fdfebd7de58d45f45cd22c526cbef1dc.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-26-PM_png.rf.3d0e902c8ee1e42b7b2c0da71f8f995d.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-26-PM_png.rf.78b42c8cf2d2d62451936631311b1bd5.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-26-PM_png.rf.a515edb93b93f88e416f098c2b6838cc.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-46-PM_png.rf.242f369d5b372c5fc416c980201f6bbb.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-46-PM_png.rf.a8a250abe6e60e4f778c110d2f81889a.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-46-PM_png.rf.d6692f9e39da9fc76a78693507b4ec3e.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-51-PM_png.rf.5ab786f6b512875343c5b0b019e96528.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-51-PM_png.rf.8588ece81a822f421b85e6ef95ea4f13.jpg,0,train
data/train/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-58-51-PM_png.rf.eb238fce0f91aea0e7291c344cff82a9.jpg,0,train
