file,true,pred,correct,base_prob,occ_span,rho_cam_occ,rho_camrelu_occ,rho_cam22_cam21,rho_cam22_cam20,cam_span
_400.jpg,OLP,OC,False,5.6362879848396736e-05,9.776416118256748e-05,0.07339607455633562,0.08050917638369791,0.9266852074683838,0.8517113053733795,0.09865695983171463
_401.jpg,OLP,OT,False,0.021268932229864302,0.00626025628298521,-0.04440070444421424,-0.03900992040990087,0.9483157886348605,0.8294272804787671,0.09730713069438934
_402.jpg,OLP,OC,False,0.025355935405454177,0.05657414346933365,0.09710333176613091,0.042925889772620573,0.9466072723505647,0.8454254954617537,0.07913133502006531
_403.jpg,OLP,OT,False,0.000522100229805853,0.0007894786540418863,0.6530038489429353,0.6474081202482413,0.986727123492896,0.9469849947007308,0.09918566793203354
_404.jpg,OLP,MC,False,7.786365212805269e-09,1.0003153860793645e-08,0.08171074755556265,0.07515133968166156,0.9499031787646727,0.9201013634661207,0.06285981088876724
_406.jpg,OLP,Gum,False,0.0014419307836460622,0.0022682638373225927,-0.296526388767143,-0.2906819676074993,0.9702651228394522,0.8892094127772157,0.09467989206314087
_409.jpg,OLP,OT,False,0.02513802101408269,0.043757252395153046,0.42491054992867905,0.31533924476079694,0.9619775438484649,0.9275171528978636,0.0762166827917099
_405.jpg,OLP,OLP,True,0.9985086164989211,0.05525145307183266,0.31225525743292243,0.25968000188823004,0.9524245152961616,0.9019133151112847,0.061231620609760284
_407.jpg,OLP,OLP,True,0.9999485009021363,0.0005037308437749743,0.244427798452454,0.2737422237962587,0.950272932288886,0.8817697168676141,0.09445358067750931
_408.jpg,OLP,OLP,True,0.9999988476351614,2.0363455405458808e-05,0.10936097984683918,0.1380929888574386,0.9250802859214752,0.7869741570974349,0.0940166711807251
