image,label,split
Training/CaS/_400.jpg,0,train
Training/CaS/_401.jpg,0,train
Training/CaS/_402.jpg,0,train
Training/CaS/_403.jpg,0,train
Training/CaS/_404.jpg,0,train
Training/CaS/_405.jpg,0,train
Training/CaS/_406.jpg,0,train
Training/CaS/_407.jpg,0,train
Training/CaS/_408.jpg,0,train
Training/CaS/_409.jpg,0,train
Training/CaS/_410.jpg,0,train
Training/CaS/_411.jpg,0,train
Training/CaS/_412.jpg,0,train
Training/CaS/_413.jpg,0,train
Training/CaS/_414.jpg,0,train
Training/CaS/_415.jpg,0,train
Training/CaS/_416.jpg,0,train
Training/CaS/_417.jpg,0,train
Training/CaS/_418.jpg,0,train
Training/CaS/_419.jpg,0,train
Training/CaS/_420.jpg,0,train
Training/CaS/_421.jpg,0,train
Training/CaS/_422.jpg,0,train
Training/CaS/_423.jpg,0,train
Training/CaS/_424.jpg,0,train
Training/CaS/_425.jpg,0,train
Training/CaS/_426.jpg,0,train
Training/CaS/_427.jpg,0,train
Training/CaS/_428.jpg,0,train
Training/CaS/_429.jpg,0,train
Training/CaS/_430.jpg,0,train
Training/CaS/_431.jpg,0,train
Training/CaS/_432.jpg,0,train
Training/CaS/_433.jpg,0,train
Training/CaS/_434.jpg,0,train
Training/CaS/_435.jpg,0,train
Training/CaS/_436.jpg,0,train
Training/CaS/_437.jpg,0,train
Training/CaS/_438.jpg,0,train
Training/CaS/_439.jpg,0,train
Training/CaS/_440.jpg,0,train
Training/CaS/_441.jpg,0,train
Training/CaS/_442.jpg,0,train
Training/CaS/_443.jpg,0,train
Training/CaS/_444.jpg,0,train
Training/CaS/_445.jpg,0,train
Training/CaS/_446.jpg,0,train
Training/CaS/_447.jpg,0,train
Training/CaS/_448.jpg,0,train
Training/CaS/_449.jpg,0,train
Training/CaS/_450.jpg,0,train
Training/CaS/_451.jpg,0,train
Training/CaS/_452.jpg,0,train
Training/CaS/_453.jpg,0,train
Training/CaS/_454.jpg,0,train
Training/CaS/_455.jpg,0,train
Training/CaS/_456.jpg,0,train
Training/CaS/_457.jpg,0,train
Training/CaS/_458.jpg,0,train
Training/CaS/_459.jpg,0,train
Training/CaS/_460.jpg,0,train
Training/CaS/_461.jpg,0,train
Training/CaS/_462.jpg,0,train
Training/CoS/_400.jpg,1,train
Training/CoS/_401.jpg,1,train
Training/CoS/_402.jpg,1,train
Training/CoS/_403.jpg,1,train
Training/CoS/_404.jpg,1,train
Training/CoS/_405.jpg,1,train
Training/CoS/_406.jpg,1,train
Training/CoS/_407.jpg,1,train
Training/CoS/_408.jpg,1,train
Training/CoS/_409.jpg,1,train
Training/CoS/_410.jpg,1,train
Training/CoS/_411.jpg,1,train
Training/CoS/_412.jpg,1,train
Training/CoS/_413.jpg,1,train
Training/CoS/_414.jpg,1,train
Training/CoS/_415.jpg,1,train
Training/CoS/_416.jpg,1,train
Training/CoS/_417.jpg,1,train
Training/CoS/_418.jpg,1,train
Training/CoS/_419.jpg,1,train
Training/CoS/_421.jpg,1,train
Training/CoS/_422.jpg,1,train
Training/CoS/_423.jpg,1,train
Training/CoS/_424.jpg,1,train
Training/CoS/_425.jpg,1,train
Training/CoS/_426.jpg,1,train
Training/CoS/_427.jpg,1,train
Training/CoS/_428.jpg,1,train
Training/CoS/_429.jpg,1,train
Training/CoS/_430.jpg,1,train
Training/CoS/_431.jpg,1,train
Training/CoS/_432.jpg,1,train
Training/CoS/_433.jpg,1,train
Training/CoS/_434.jpg,1,train
Training/CoS/_435.jpg,1,train
Training/CoS/_436.jpg,1,train
Training/CoS/_437.jpg,1,train
Training/CoS/_438.jpg,1,train
Training/CoS/_439.jpg,1,train
Training/CoS/_440.jpg,1,train
Training/CoS/_441.jpg,1,train
Training/CoS/_442.jpg,1,train
Training/CoS/_443.jpg,1,train
Training/CoS/_444.jpg,1,train
Training/CoS/_445.jpg,1,train
Training/CoS/_446.jpg,1,train
Training/CoS/_447.jpg,1,train
Training/CoS/_448.jpg,1,train
Training/CoS/_449.jpg,1,train
Training/CoS/_450.jpg,1,train
Training/CoS/_451.jpg,1,train
Training/CoS/_452.jpg,1,train
Training/CoS/_453.jpg,1,train
Training/CoS/_454.jpg,1,train
Training/CoS/_455.jpg,1,train
Training/CoS/_456.jpg,1,train
Training/CoS/_457.jpg,1,train
Training/CoS/_458.jpg,1,train
Training/CoS/_459.jpg,1,train
Training/Gum/_400.jpg,2,train
Training/Gum/_401.jpg,2,train
Training/Gum/_402.jpg,2,train
Training/Gum/_403.jpg,2,train
Training/Gum/_404.jpg,2,train
Training/Gum/_405.jpg,2,train
Training/Gum/_406.jpg,2,train
Training/Gum/_407.jpg,2,train
Training/Gum/_408.jpg,2,train
Training/Gum/_409.jpg,2,train
Training/Gum/_410.jpg,2,train
Training/Gum/_411.jpg,2,train
Training/Gum/_412.jpg,2,train
Training/Gum/_413.jpg,2,train
Training/Gum/_414.jpg,2,train
Training/Gum/_415.jpg,2,train
Training/Gum/_416.jpg,2,train
Training/Gum/_417.jpg,2,train
Training/Gum/_418.jpg,2,train
Training/Gum/_419.jpg,2,train
Training/Gum/_420.jpg,2,train
Training/Gum/_421.jpg,2,train
Training/Gum/_422.jpg,2,train
Training/Gum/_423.jpg,2,train
Training/Gum/_424.jpg,2,train
Training/Gum/_425.jpg,2,train
Training/Gum/_426.jpg,2,train
Training/Gum/_427.jpg,2,train
Training/Gum/_428.jpg,2,train
Training/Gum/_429.jpg,2,train
Training/Gum/_430.jpg,2,train
Training/Gum/_431.jpg,2,train
Training/Gum/_432.jpg,2,train
Training/Gum/_433.jpg,2,train
Training/Gum/_434.jpg,2,train
Training/Gum/_435.jpg,2,train
Training/Gum/_436.jpg,2,train
Training/Gum/_437.jpg,2,train
Training/Gum/_438.jpg,2,train
Training/Gum/_439.jpg,2,train
Training/Gum/_440.jpg,2,train
Training/Gum/_441.jpg,2,train
Training/Gum/_442.jpg,2,train
Training/Gum/_443.jpg,2,train
Training/Gum/_444.jpg,2,train
Training/Gum/_445.jpg,2,train
Training/Gum/_446.jpg,2,train
Training/MC/_400.jpg,3,train
Training/MC/_401.jpg,3,train
Training/MC/_402.jpg,3,train
Training/MC/_403.jpg,3,train
Training/MC/_404.jpg,3,train
Training/MC/_405.jpg,3,train
Training/MC/_406.jpg,3,train
Training/MC/_407.jpg,3,train
Training/MC/_408.jpg,3,train
Training/MC/_409.jpg,3,train
Training/MC/_410.jpg,3,train
Training/MC/_411.jpg,3,train
Training/MC/_412.jpg,3,train
Training/MC/_413.jpg,3,train
Training/MC/_414.jpg,3,train
Training/MC/_415.jpg,3,train
Training/MC/_416.jpg,3,train
Training/MC/_417.jpg,3,train
Training/MC/_418.jpg,3,train
Training/MC/_419.jpg,3,train
Training/MC/_420.jpg,3,train
Training/MC/_421.jpg,3,train
Training/MC/_422.jpg,3,train
Training/MC/_423.jpg,3,train
Training/MC/_424.jpg,3,train
Training/MC/_425.jpg,3,train
Training/MC/_426.jpg,3,train
Training/MC/_427.jpg,3,train
Training/MC/_428.jpg,3,train
Training/MC/_429.jpg,3,train
Training/MC/_430.jpg,3,train
Training/MC/_431.jpg,3,train
Training/MC/_432.jpg,3,train
Training/MC/_433.jpg,3,train
Training/MC/_434.jpg,3,train
Training/MC/_435.jpg,3,train
Training/MC/_436.jpg,3,train
Training/MC/_437.jpg,3,train
Training/MC/_438.jpg,3,train
Training/MC/_439.jpg,3,train
Training/MC/_440.jpg,3,train
Training/MC/_441.jpg,3,train
Training/MC/_442.jpg,3,train
Training/MC/_443.jpg,3,train
Training/MC/_444.jpg,3,train
Training/MC/_445.jpg,3,train
Training/MC/_446.jpg,3,train
Training/MC/_447.jpg,3,train
Training/MC/_448.jpg,3,train
Training/MC/_449.jpg,3,train
Training/MC/_450.jpg,3,train
Training/MC/_451.jpg,3,train
Training/MC/_452.jpg,3,train
Training/MC/_453.jpg,3,train
Training/MC/_454.jpg,3,train
Training/MC/_455.jpg,3,train
Training/MC/_456.jpg,3,train
Training/MC/_457.jpg,3,train
Training/MC/_458.jpg,3,train
Training/MC/_459.jpg,3,train
Training/MC/_460.jpg,3,train
Training/MC/_461.jpg,3,train
Training/MC/_462.jpg,3,train
Training/MC/_463.jpg,3,train
Training/MC/_464.jpg,3,train
Training/MC/_465.jpg,3,train
Training/MC/_466.jpg,3,train
Training/MC/_467.jpg,3,train
Training/MC/_468.jpg,3,train
Training/MC/_469.jpg,3,train
Training/MC/_470.jpg,3,train
Training/MC/_471.jpg,3,train
Training/OC/_400.jpg,4,train
Training/OC/_401.jpg,4,train
Training/OC/_402.jpg,4,train
Training/OC/_403.jpg,4,train
Training/OC/_404.jpg,4,train
Training/OC/_405.jpg,4,train
Training/OC/_406.jpg,4,train
Training/OC/_407.jpg,4,train
Training/OC/_408.jpg,4,train
Training/OC/_409.jpg,4,train
Training/OC/_410.jpg,4,train
Training/OC/_411.jpg,4,train
Training/OC/_412.jpg,4,train
Training/OC/_413.jpg,4,train
Training/OC/_414.jpg,4,train
Training/OC/_415.jpg,4,train
Training/OC/_416.jpg,4,train
Training/OC/_417.jpg,4,train
Training/OC/_418.jpg,4,train
Training/OC/_419.jpg,4,train
Training/OC/_420.jpg,4,train
Training/OC/_421.jpg,4,train
Training/OC/_422.jpg,4,train
Training/OC/_423.jpg,4,train
Training/OC/_424.jpg,4,train
Training/OC/_425.jpg,4,train
Training/OC/_426.jpg,4,train
Training/OC/_427.jpg,4,train
Training/OC/_428.jpg,4,train
Training/OC/_429.jpg,4,train
Training/OC/_430.jpg,4,train
Training/OC/_431.jpg,4,train
Training/OC/_432.jpg,4,train
Training/OC/_433.jpg,4,train
Training/OC/_434.jpg,4,train
Training/OC/_435.jpg,4,train
Training/OC/_436.jpg,4,train
Training/OC/_437.jpg,4,train
Training/OC/_438.jpg,4,train
Training/OC/_439.jpg,4,train
Training/OC/_440.jpg,4,train
Training/OC/_441.jpg,4,train
Training/OLP/_400.jpg,5,train
Training/OLP/_401.jpg,5,train
Training/OLP/_402.jpg,5,train
Training/OLP/_403.jpg,5,train
Training/OLP/_404.jpg,5,train
Training/OLP/_405.jpg,5,train
Training/OLP/_406.jpg,5,train
Training/OLP/_407.jpg,5,train
Training/OLP/_408.jpg,5,train
Training/OLP/_409.jpg,5,train
Training/OLP/_410.jpg,5,train
Training/OLP/_411.jpg,5,train
Training/OLP/_412.jpg,5,train
Training/OLP/_413.jpg,5,train
Training/OLP/_414.jpg,5,train
Training/OLP/_415.jpg,5,train
Training/OLP/_416.jpg,5,train
Training/OLP/_417.jpg,5,train
Training/OLP/_418.jpg,5,train
Training/OLP/_419.jpg,5,train
Training/OLP/_420.jpg,5,train
Training/OLP/_421.jpg,5,train
Training/OLP/_422.jpg,5,train
Training/OLP/_423.jpg,5,train
Training/OLP/_424.jpg,5,train
Training/OLP/_425.jpg,5,train
Training/OLP/_426.jpg,5,train
Training/OLP/_427.jpg,5,train
Training/OLP/_428.jpg,5,train
Training/OLP/_429.jpg,5,train
Training/OLP/_430.jpg,5,train
Training/OLP/_431.jpg,5,train
Training/OLP/_432.jpg,5,train
Training/OLP/_433.jpg,5,train
Training/OLP/_434.jpg,5,train
Training/OLP/_435.jpg,5,train
Training/OLP/_436.jpg,5,train
Training/OLP/_437.jpg,5,train
Training/OLP/_438.jpg,5,train
Training/OLP/_439.jpg,5,train
Training/OLP/_440.jpg,5,train
Training/OLP/_441.jpg,5,train
Training/OLP/_442.jpg,5,train
Training/OLP/_443.jpg,5,train
Training/OLP/_444.jpg,5,train
Training/OLP/_445.jpg,5,train
Training/OLP/_446.jpg,5,train
Training/OLP/_447.jpg,5,train
Training/OLP/_448.jpg,5,train
Training/OLP/_449.jpg,5,train
Training/OLP/_450.jpg,5,train
Training/OLP/_451.jpg,5,train
Training/OLP/_452.jpg,5,train
Training/OLP/_453.jpg,5,train
Training/OLP/_454.jpg,5,train
Training/OLP/_455.jpg,5,train
Training/OLP/_456.jpg,5,train
Training/OLP/_457.jpg,5,train
Training/OLP/_458.jpg,5,train
Training/OLP/_459.jpg,5,train
Training/OLP/_460.jpg,5,train
Training/OLP/_461.jpg,5,train
Training/OLP/_462.jpg,5,train
Training/OLP/_463.jpg,5,train
Training/OLP/_464.jpg,5,train
Training/OLP/_465.jpg,5,train
Training/OLP/_466.jpg,5,train
Training/OLP/_467.jpg,5,train
Training/OLP/_468.jpg,5,train
Training/OLP/_469.jpg,5,train
Training/OLP/_470.jpg,5,train
Training/OLP/_471.jpg,5,train
Training/OLP/_472.jpg,5,train
Training/OLP/_473.jpg,5,train
Training/OT/_400.jpg,6,train
