filename,true_label,predicted_label,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,probability_class_5,probability_class_6
ISIC_0032343.jpg,2,2,0.0032782776,2.005138e-06,0.9638289,0.00013181996,0.0067850086,0.02597386,1.5231394e-07
ISIC_0024698.jpg,5,5,0.0008025585,0.0004907971,0.051693227,6.04471e-05,0.22861512,0.71826404,7.3796735e-05
ISIC_0031624.jpg,2,2,3.898504e-05,0.00016230822,0.9947872,1.7836468e-05,0.00024495847,0.004721964,2.6812302e-05
ISIC_0025510.jpg,2,2,0.00031540933,0.0015572992,0.74635607,0.0021516825,0.028502293,0.22109415,2.3141147e-05
ISIC_0025388.jpg,2,2,5.6902107e-05,5.4078806e-05,0.9879579,5.931792e-07,8.649403e-05,0.011829191,1.4787467e-05
ISIC_0028080.jpg,2,5,0.005251943,0.0037746702,0.34893838,2.1555954e-05,0.0022866623,0.63955957,0.00016728189
ISIC_0025063.jpg,2,2,0.036484618,0.0003825208,0.66759825,0.00013999591,0.2816283,0.013745415,2.0881074e-05
ISIC_0028646.jpg,2,2,0.00022781838,0.0040390366,0.98145455,2.7452872e-06,0.0012069293,0.013064756,4.1071885e-06
ISIC_0030276.jpg,2,2,0.0027940066,0.008173234,0.9826325,1.4874857e-05,0.0062546465,9.927923e-05,3.1476742e-05
ISIC_0032514.jpg,2,2,0.0033948298,0.0031956644,0.84724015,0.0006189341,0.055915944,0.08962371,1.0733917e-05
ISIC_0033952.jpg,2,2,0.048594154,0.00016145424,0.7442448,0.0030299,0.09835508,0.10561191,2.7213605e-06
ISIC_0034070.jpg,2,2,0.0011184542,0.033177797,0.5955083,4.778756e-06,0.099310264,0.27042967,0.00045077378
ISIC_0033709.jpg,2,2,0.00043280568,0.0063259886,0.6637174,1.1895319e-06,0.06810647,0.26108882,0.0003273549
ISIC_0033629.jpg,2,2,0.000380572,0.009981557,0.842602,1.5966446e-06,0.033150986,0.11241129,0.0014719525
ISIC_0034037.jpg,2,2,0.00046786392,0.014799613,0.42997876,5.9004018e-05,0.21403842,0.34013122,0.00052507245
ISIC_0032876.jpg,2,2,0.0003740145,0.010828451,0.8194091,6.9110574e-06,0.073602274,0.09533256,0.00044664778
ISIC_0032099.jpg,2,2,0.007819383,0.009555514,0.3866275,0.0070662987,0.32925102,0.25967583,4.4827566e-06
