filename,true_label,predicted_label,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,probability_class_5
data/validation/Acral_Lentiginous_Melanoma/RB-Tiny-Red-Lines_jpg.rf.2b83f979a518747791c04cb591535176.jpg,0,0,0.9006527,7.952231e-06,0.09606948,0.00017995821,0.00019870684,0.002891279
data/validation/Acral_Lentiginous_Melanoma/RB-Tiny-Red-Lines_jpg.rf.680472f52d5adf5a1d4193be5b7e4b30.jpg,0,0,0.995171,2.1760186e-05,0.0011346041,0.00013730123,2.1907754e-05,0.0035133145
data/validation/Acral_Lentiginous_Melanoma/RB-Tiny-Red-Lines_jpg.rf.8bf867d594a337fadb6dfef4a9b9bf0d.jpg,0,0,0.98638374,2.8652887e-05,0.010919668,0.0005636285,0.00021161928,0.0018926939
data/validation/Acral_Lentiginous_Melanoma/Screen-Shot-2021-11-16-at-6-57-22-PM_png.rf.5d2de4abeddea0fd6d4eb47c0b67e0a8.jpg,0,0,0.9996233,0.00014698513,1.065802e-05,0.00014926279,6.443665e-05,5.412711e-06
data/validation/Acral_Lentiginous_Melanoma/hutchinsons-nail-melanoma-Nameer-Al-Sudany_png.rf.bd1235ab3ab9ed9109c4ef4abc5732a1.jpg,0,0,0.79070485,0.052646976,0.00075145566,0.12894692,0.009394048,0.01755584
data/validation/Acral_Lentiginous_Melanoma/images-2_jpeg.rf.910b53e8e95fd8ea08e1434c93b1c5b2.jpg,0,0,0.81746584,0.00027848012,0.00041783496,0.13868062,0.00058187253,0.04257533
data/validation/Acral_Lentiginous_Melanoma/nail-melanoma-2-300x180_jpg.rf.a96c7a57e883bf173a9119a2b7895a49.jpg,0,0,0.9999962,4.4309704e-08,1.7665728e-09,3.7581426e-06,2.202293e-08,2.766718e-08
data/validation/Acral_Lentiginous_Melanoma/p-1-womans-story-shows-why-you-should-never-ignore-black-line-on-your-nail-1506429403_jpg.rf.5132c5b76fc63ee817884973ddd0d005.jpg,0,0,0.9999925,5.7912466e-08,1.6498715e-09,7.4935865e-06,6.1793437e-09,1.7111025e-08
data/validation/Acral_Lentiginous_Melanoma/p-1-womans-story-shows-why-you-should-never-ignore-black-line-on-your-nail-1506429403_jpg.rf.88ee9943b08313dde0aa6071626e751b.jpg,0,0,0.99991953,1.2143333e-06,3.685508e-08,7.7879595e-05,1.9177223e-07,1.1152896e-06
data/validation/Healthy_Nail/h14_png.rf.9e48f154edf68fa4094ba876c23615f1.jpg,1,1,7.349086e-05,0.9989297,8.6970995e-06,0.0009804235,1.0484317e-08,7.707805e-06
data/validation/Healthy_Nail/h15_png.rf.dc966fe377b6ddcba1d8cfb34e157f3b.jpg,1,1,3.2246605e-06,0.9999714,8.121525e-07,1.891129e-05,1.5859376e-08,5.6536132e-06
data/validation/Healthy_Nail/h16_png.rf.ca2c70dc94af5e37bca2fa6e716f2436.jpg,1,1,2.2307552e-06,0.9996643,1.2163766e-05,0.00027722807,2.6561872e-07,4.384152e-05
data/validation/Healthy_Nail/h27_png.rf.9b007d56afacd71d36f9bde6bc96de28.jpg,1,1,0.00063713384,0.9961747,0.0007242084,0.00031395943,0.00044958162,0.0017004258
data/validation/Healthy_Nail/h27_png.rf.a132936cf5a62b232230cb627aca10e6.jpg,1,1,1.780808e-06,0.9998789,3.922486e-06,7.7951256e-05,9.751975e-09,3.737097e-05
data/validation/Healthy_Nail/h28_png.rf.703767728e747d391e99c44cf7f8eb55.jpg,1,1,4.655828e-06,0.9998442,4.442789e-07,0.00011920141,5.188646e-09,3.1466232e-05
data/validation/Healthy_Nail/h34_png.rf.01d5a5820b29d21fdfbf29e9d3ff4718.jpg,1,1,8.017332e-06,0.9998293,8.207255e-06,0.00011118906,6.348643e-07,4.270802e-05
data/validation/Healthy_Nail/h40_png.rf.fadb0d18801992e95a4be37f7b0f19b7.jpg,1,1,9.7484815e-05,0.9997131,2.5293006e-05,8.826948e-05,4.4655553e-07,7.535392e-05
data/validation/Healthy_Nail/h41_png.rf.e4128998582761f8a7ce0571c70bec8e.jpg,1,1,5.475719e-07,0.999984,2.3137301e-07,1.4488415e-05,1.4214681e-10,5.9000007e-07
data/validation/Healthy_Nail/h42_png.rf.70cfa6398ae4af341c1c2b70625034fd.jpg,1,1,1.0668797e-06,0.9999429,7.4317154e-07,6.0587936e-06,7.7212565e-09,4.9254995e-05
data/validation/Onychogryphosis/Screen-Shot-2021-11-16-at-10-23-59-PM_png.rf.ba787af7af07499d7f481c020332ac2a.jpg,2,2,0.00064558914,9.259537e-08,0.99923134,1.9190178e-07,4.5488605e-06,0.00011824468
data/validation/Onychogryphosis/Screen-Shot-2021-11-16-at-10-24-09-PM_png.rf.15c05ee3965fe8fabcc8622211aba223.jpg,2,0,0.54097176,0.0005910222,0.393818,0.00011856306,0.02833691,0.036163792
data/validation/Onychogryphosis/Screen-Shot-2021-11-16-at-10-37-25-PM_png.rf.d4a08a5b6c448abedef2857ace6474a4.jpg,2,2,0.038766857,0.00016178632,0.92012423,0.00013869115,0.011635498,0.029172985
data/validation/Onychogryphosis/Screen-Shot-2021-11-16-at-10-39-52-PM_png.rf.0fb64414a31216bbf28bbe3ac612ecee.jpg,2,2,0.00060621713,1.1645846e-07,0.99848807,3.6845204e-06,0.0009004931,1.3866493e-06
data/validation/Onychogryphosis/images--MR0O0A_jpeg.rf.4fd2f4644605791d9e9456a757be5de0.jpg,2,2,1.5483769e-05,6.6444013e-06,0.99983,6.338723e-08,0.00010952965,3.827208e-05
data/validation/Onychogryphosis/images--MR0O0A_jpeg.rf.bba5a691e7d60e48e0001f20a1864809.jpg,2,2,6.565878e-05,1.6182871e-06,0.9992987,5.9877715e-07,0.0006265566,6.8525756e-06
data/validation/blue_finger/Screen-Shot-2021-10-15-at-10-43-24-AM_png.rf.d7cfd2a2eb508c0cf55d67a6e482e83f.jpg,3,3,0.0005635583,9.729152e-08,2.8409247e-08,0.9991359,0.00028593536,1.4586785e-05
data/validation/blue_finger/Screen-Shot-2021-10-15-at-10-43-29-AM_png.rf.5ad468e58cd936dc0d5306b02e2c5be6.jpg,3,3,0.00010867538,2.6053425e-07,4.1251134e-08,0.99986506,2.1451187e-05,4.453044e-06
data/validation/blue_finger/Screen-Shot-2021-10-15-at-10-44-09-AM_png.rf.9196975a777207fee17ee744f60d81b3.jpg,3,3,0.0531047,0.02686926,1.2772217e-05,0.9081358,0.0023420502,0.009535469
data/validation/blue_finger/Screen-Shot-2021-10-15-at-10-44-09-AM_png.rf.fa5059ea7a03fc7853fa574ce5b05a59.jpg,3,3,0.043429434,0.0010541682,2.4812746e-06,0.95344627,0.0003128037,0.0017547776
data/validation/blue_finger/Screen-Shot-2021-10-15-at-10-44-24-AM_png.rf.0fc15e7d1ca7e1dd1009010d21c4b025.jpg,3,3,0.023125181,0.0015953148,3.315179e-06,0.84374654,0.12485076,0.006678882
data/validation/clubbing/Screen-Shot-2021-10-26-at-11-11-50-AM_png.rf.4114ba76118d49941b7bb51d98eafcb8.jpg,4,4,0.0024296036,6.5813215e-06,4.7496633e-05,0.0034683116,0.9929557,0.0010922985
data/validation/clubbing/Screen-Shot-2021-10-26-at-11-11-50-AM_png.rf.b2d73c991f1ccea144f06be455b8a88e.jpg,4,4,0.00073223136,4.052741e-05,4.1394076e-05,0.020858197,0.97796863,0.0003589806
data/validation/clubbing/Screen-Shot-2021-10-26-at-11-11-50-AM_png.rf.fcad66ef67b557cca35f7e088cc4934a.jpg,4,4,0.0007416237,1.6891037e-05,5.1960233e-05,0.009699949,0.9890533,0.0004362996
data/validation/clubbing/Screen-Shot-2021-10-26-at-11-12-59-AM_png.rf.3225bdddc077d3d57fc649823dbd53fc.jpg,4,3,0.0029399619,0.0035838785,0.0023993815,0.53468454,0.4347217,0.021670517
data/validation/clubbing/Screen-Shot-2021-10-26-at-11-18-39-AM_png.rf.117075115306121d1a9cc3cb2e79b8c5.jpg,4,4,0.0025877547,2.5728596e-05,3.9128296e-05,0.0022762048,0.994997,7.4081436e-05
data/validation/clubbing/Screen-Shot-2021-10-26-at-12-07-03-PM_png.rf.3704ea52b01c388a10d017d4eba90738.jpg,4,4,1.3559693e-05,5.4474167e-05,0.0014196519,0.0028120154,0.98413163,0.011568643
data/validation/clubbing/Screen-Shot-2021-10-26-at-12-10-57-PM_png.rf.0873270d15ef63fa42d0840d1b0e585f.jpg,4,4,0.031244181,0.004341653,0.14749448,0.015210123,0.80145186,0.0002576943
data/validation/clubbing/Screen-Shot-2021-10-26-at-12-10-57-PM_png.rf.13d80dc781bd7e9b4d1c2c67ecbacb55.jpg,4,2,0.0134821255,0.0008985028,0.8064612,0.01686307,0.16213885,0.00015615493
data/validation/pitting/108_JPG.rf.2ec505974a0d5d9aa69deb3579f03cfd.jpg,5,5,2.8414435e-05,3.564395e-06,0.1892927,0.00032898856,5.9411574e-05,0.81028694
data/validation/pitting/108_JPG.rf.40d1720769393f88f2f33a1551a3e2f1.jpg,5,5,1.2943608e-05,5.02455e-06,0.02675885,0.003681999,0.0009906734,0.9685505
data/validation/pitting/113_JPG.rf.e9450e0dbf3a0e3b588abe6cbbf9bd09.jpg,5,5,1.14938985e-05,6.114568e-07,0.00012347009,2.8959298e-07,2.3462615e-06,0.99986184
data/validation/pitting/115_JPG.rf.25da2042a343b93974bce8a64d98a236.jpg,5,5,3.0248457e-06,2.2993112e-05,0.00020075128,1.3318703e-05,7.920992e-05,0.99968064
data/validation/pitting/120_JPG.rf.7e92fa0a785de7b96cfdfd951ddc558e.jpg,5,5,0.00977034,0.00049527775,8.007694e-05,0.0021300928,0.049495913,0.93802834
data/validation/pitting/120_JPG.rf.eb7386574801d4346d6095d61decbba6.jpg,5,5,1.4709304e-05,6.4783276e-06,7.059106e-05,1.6851069e-05,4.9792783e-05,0.9998417
data/validation/pitting/124_JPG.rf.50d57fdbe05ba48917dd86dbd38e35e2.jpg,5,5,0.0046141515,2.037507e-05,0.22429782,0.0072228354,0.0061480636,0.75769675
data/validation/pitting/126_JPG.rf.4556e9cf4e9ceaf8c811e994d363df47.jpg,5,5,2.1219195e-05,3.9293286e-06,0.0021087937,0.0005884853,0.012883965,0.98439366
