filename,true_label,class_name,influence_bacc,loo_bacc,influence_CaS,influence_CoS,influence_Gum,influence_MC,influence_OC,influence_OLP,influence_OT
Training/OC/_404.jpg,4,OC,0.04421768707482998,0.7664965986394556,0.0,0.0,0.1428571428571429,0.0,0.16666666666666663,0.0,0.0
Training/OT/_436.jpg,6,OT,0.023809523809523725,0.7869047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666674
Training/OC/_412.jpg,4,OC,0.023809523809523725,0.7869047619047619,0.0,0.0,0.0,0.0,0.16666666666666663,0.0,0.0
Training/OC/_416.jpg,4,OC,0.023809523809523725,0.7869047619047619,0.0,0.0,0.0,0.0,0.16666666666666663,0.0,0.0
Training/Gum/_429.jpg,2,Gum,0.020408163265306145,0.7903061224489795,0.0,0.0,0.1428571428571429,0.0,0.0,0.0,0.0
Training/Gum/_417.jpg,2,Gum,0.020408163265306145,0.7903061224489795,0.0,0.0,0.1428571428571429,0.0,0.0,0.0,0.0
Training/Gum/_409.jpg,2,Gum,0.020408163265306145,0.7903061224489795,0.0,0.0,0.1428571428571429,0.0,0.0,0.0,0.0
Training/OC/_424.jpg,4,OC,0.020408163265306145,0.7903061224489795,0.0,0.0,0.1428571428571429,0.0,0.0,0.0,0.0
Training/MC/_434.jpg,3,MC,0.020408163265306145,0.7903061224489795,0.0,0.0,0.1428571428571429,0.0,0.0,0.0,0.0
Training/MC/_440.jpg,3,MC,0.020408163265306145,0.7903061224489795,0.0,0.0,0.1428571428571429,0.0,0.0,0.0,0.0
Training/Gum/_436.jpg,2,Gum,0.020408163265306145,0.7903061224489795,0.0,0.0,0.1428571428571429,0.0,0.0,0.0,0.0
Training/Gum/_413.jpg,2,Gum,0.020408163265306145,0.7903061224489795,0.0,0.0,0.1428571428571429,0.0,0.0,0.0,0.0
Training/MC/_408.jpg,3,MC,0.020408163265306145,0.7903061224489795,0.0,0.0,0.1428571428571429,0.0,0.0,0.0,0.0
Training/Gum/_415.jpg,2,Gum,0.020408163265306145,0.7903061224489795,0.0,0.0,0.1428571428571429,0.0,0.0,0.0,0.0
Training/MC/_437.jpg,3,MC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OLP/_433.jpg,5,OLP,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CoS/_423.jpg,1,CoS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OT/_442.jpg,6,OT,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/Gum/_405.jpg,2,Gum,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/Gum/_437.jpg,2,Gum,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CaS/_412.jpg,0,CaS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/MC/_409.jpg,3,MC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OLP/_427.jpg,5,OLP,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/MC/_471.jpg,3,MC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CaS/_451.jpg,0,CaS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CaS/_435.jpg,0,CaS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CoS/_433.jpg,1,CoS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/MC/_452.jpg,3,MC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OT/_426.jpg,6,OT,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OLP/_441.jpg,5,OLP,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/Gum/_420.jpg,2,Gum,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CaS/_428.jpg,0,CaS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/MC/_401.jpg,3,MC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OLP/_421.jpg,5,OLP,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OC/_419.jpg,4,OC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OLP/_435.jpg,5,OLP,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CaS/_427.jpg,0,CaS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OT/_405.jpg,6,OT,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/MC/_431.jpg,3,MC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OC/_426.jpg,4,OC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CaS/_432.jpg,0,CaS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CaS/_447.jpg,0,CaS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CaS/_461.jpg,0,CaS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/MC/_417.jpg,3,MC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OLP/_409.jpg,5,OLP,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OC/_401.jpg,4,OC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/MC/_402.jpg,3,MC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/MC/_444.jpg,3,MC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OLP/_464.jpg,5,OLP,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/MC/_457.jpg,3,MC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CoS/_438.jpg,1,CoS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OT/_407.jpg,6,OT,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OC/_415.jpg,4,OC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CaS/_404.jpg,0,CaS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OLP/_454.jpg,5,OLP,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OC/_413.jpg,4,OC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OC/_441.jpg,4,OC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CoS/_436.jpg,1,CoS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CoS/_453.jpg,1,CoS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/MC/_435.jpg,3,MC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/MC/_463.jpg,3,MC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CaS/_402.jpg,0,CaS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/MC/_428.jpg,3,MC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/MC/_430.jpg,3,MC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/Gum/_432.jpg,2,Gum,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/Gum/_414.jpg,2,Gum,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OT/_430.jpg,6,OT,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/Gum/_442.jpg,2,Gum,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OLP/_471.jpg,5,OLP,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/MC/_461.jpg,3,MC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OLP/_411.jpg,5,OLP,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OT/_434.jpg,6,OT,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OC/_440.jpg,4,OC,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OT/_418.jpg,6,OT,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/CoS/_455.jpg,1,CoS,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OLP/_470.jpg,5,OLP,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Training/OT/_401.jpg,6,OT,0.0,0.8107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
