filename,true_label,predicted_label,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,probability_class_5,probability_class_6
Testing/CaS/_400.jpg,0,0,0.99995315,3.8097176e-05,6.354648e-06,1.8815717e-06,1.7204689e-09,4.624836e-07,9.4058485e-08
Testing/CaS/_401.jpg,0,3,0.10997832,8.22327e-05,2.2979337e-05,0.51196855,0.0018651591,0.37411278,0.0019699538
Testing/CaS/_402.jpg,0,0,0.9939085,0.0060593258,2.0210624e-05,5.6664176e-06,2.7238956e-11,1.01653015e-07,6.0914936e-06
Testing/CaS/_403.jpg,0,0,0.99818474,6.5420077e-06,4.1666357e-05,0.00019283462,5.0579074e-05,0.00081637496,0.00070726295
Testing/CaS/_404.jpg,0,0,0.9245597,3.890387e-05,0.000114505456,0.0058173053,0.00035978618,0.068002746,0.0011070607
Testing/CaS/_405.jpg,0,0,0.99966884,0.00032506918,4.8995917e-06,1.2493867e-06,3.3482116e-11,9.0203045e-09,7.745435e-09
Testing/CaS/_406.jpg,0,0,0.99256355,9.3937095e-05,0.00015774064,0.0061845803,0.00029287746,0.00068543723,2.1895285e-05
Testing/CaS/_407.jpg,0,0,0.985335,0.00014185546,0.0030699035,0.010950625,0.00043605646,6.60713e-05,5.1695866e-07
Testing/CoS/_400.jpg,1,1,6.763766e-05,0.99739647,0.0004306076,0.0020988772,1.3592935e-08,1.2840834e-06,5.0102117e-06
Testing/CoS/_401.jpg,1,1,0.0022201866,0.9977525,2.6269341e-05,9.991102e-07,4.1206486e-11,2.5032814e-09,6.044328e-08
Testing/CoS/_402.jpg,1,1,0.00032838495,0.9996617,8.731231e-06,4.7913306e-07,1.0251215e-09,3.2564597e-07,4.217493e-07
Testing/CoS/_403.jpg,1,1,0.0015973041,0.9984018,1.144511e-07,6.1653157e-07,7.404737e-11,2.2169253e-10,1.256454e-07
Testing/CoS/_404.jpg,1,1,0.003648934,0.9623284,0.001427709,0.031973924,3.3429253e-06,0.00061601284,1.6789097e-06
Testing/CoS/_405.jpg,1,1,3.1195752e-05,0.999964,5.558754e-08,4.618017e-06,1.4889685e-10,6.7222383e-10,4.3176584e-08
Testing/CoS/_406.jpg,1,1,0.00029481866,0.9994387,5.0727147e-07,0.00019646555,5.574896e-09,1.9365967e-05,5.0016344e-05
Testing/CoS/_407.jpg,1,1,0.00010213008,0.9990507,8.384114e-06,0.00082575966,1.957817e-06,1.6303903e-07,1.08985505e-05
Testing/Gum/_400.jpg,2,2,0.0027869348,6.943056e-05,0.9924474,0.0045342315,6.5351833e-06,1.1387252e-05,0.00014413332
Testing/Gum/_401.jpg,2,2,0.049155634,0.0007700194,0.8440198,0.103109084,6.111356e-05,9.945779e-05,0.0027849239
Testing/Gum/_402.jpg,2,2,0.0011219974,2.8096113e-06,0.9985606,0.0002046921,5.2007545e-07,7.2898125e-05,3.6466183e-05
Testing/Gum/_403.jpg,2,2,2.2841964e-06,2.1346035e-07,0.99939835,0.0005856383,1.0177274e-06,4.990524e-08,1.2445038e-05
Testing/Gum/_404.jpg,2,2,0.01607439,0.00092772534,0.45055264,0.396279,0.027303927,0.0014363384,0.10742597
Testing/Gum/_405.jpg,2,2,0.00027891662,1.2125318e-05,0.99815565,0.00075451337,2.131117e-06,1.0624899e-05,0.00078608555
Testing/Gum/_406.jpg,2,2,0.00033865185,1.9285342e-05,0.978304,0.021114163,6.543074e-06,3.185792e-05,0.00018537843
Testing/MC/_400.jpg,3,4,4.8513884e-06,1.5538136e-06,0.00059690065,0.018128196,0.9808215,0.00039259577,5.4520482e-05
Testing/MC/_401.jpg,3,3,8.78252e-06,2.1622671e-07,0.0012084687,0.9889415,0.005071668,0.0047588465,1.0565743e-05
Testing/MC/_402.jpg,3,3,4.356629e-06,2.684574e-06,0.0035362595,0.97648764,0.014859981,3.1438136e-05,0.0050776126
Testing/MC/_403.jpg,3,2,0.014044073,0.00015984762,0.9599117,0.025249409,6.098591e-05,5.3176725e-05,0.0005207171
Testing/MC/_404.jpg,3,2,0.07984594,3.502825e-05,0.8168138,0.10240921,0.0008612385,9.9920135e-06,2.4740802e-05
Testing/MC/_405.jpg,3,3,0.00017639987,3.835184e-06,0.01048733,0.9841728,0.0014191556,0.0010619126,0.002678571
Testing/MC/_406.jpg,3,3,0.007130127,6.46536e-06,5.6266163e-06,0.9874178,0.001957084,0.0034060322,7.6854565e-05
Testing/MC/_407.jpg,3,3,0.036293503,2.6140593e-05,0.0007745834,0.9346481,0.015354533,0.0106301615,0.0022729076
Testing/MC/_408.jpg,3,3,4.366325e-05,5.0536264e-06,0.05223483,0.9096386,0.026340174,0.0005351568,0.011202487
Testing/OC/_400.jpg,4,4,0.00041382757,8.943954e-06,4.7630124e-06,0.00010023772,0.93478185,0.062332876,0.0023573881
Testing/OC/_401.jpg,4,4,0.00057641615,2.1002495e-06,7.4001723e-06,7.4354084e-06,0.9060282,0.08819222,0.005186217
Testing/OC/_402.jpg,4,4,0.21482074,5.7589263e-05,0.004083028,0.00031737456,0.61763585,0.16089167,0.00219365
