image,binary_label,split
normal/001.jpeg,0,train
normal/002.jpeg,0,train
normal/003.jpeg,0,train
normal/004.jpeg,0,train
normal/005.jpeg,0,train
normal/008.jpeg,0,train
normal/009.jpeg,0,train
normal/010.jpeg,0,train
normal/011.jpeg,0,train
normal/012.jpeg,0,train
normal/013.jpeg,0,train
normal/014.jpeg,0,train
normal/015.jpeg,0,train
normal/016.jpeg,0,train
normal/018.jpeg,0,train
normal/019.jpeg,0,train
normal/020.jpeg,0,train
normal/021.jpeg,0,train
normal/022.jpeg,0,train
normal/023.jpeg,0,train
normal/027.jpeg,0,train
normal/030.jpeg,0,train
normal/032.jpeg,0,train
normal/035.jpeg,0,train
normal/038.jpeg,0,train
normal/039.jpeg,0,train
normal/040.jpeg,0,train
normal/042.jpeg,0,train
normal/043.jpeg,0,train
normal/044.jpeg,0,train
normal/046.jpeg,0,train
normal/048.jpeg,0,train
normal/049.jpeg,0,train
normal/050.jpeg,0,train
normal/051.jpeg,0,train
normal/053.jpeg,0,train
normal/054.jpeg,0,train
normal/055.jpeg,0,train
normal/056.jpeg,0,train
normal/060.jpeg,0,train
normal/061.jpeg,0,train
normal/062.jpeg,0,train
normal/063.jpeg,0,train
normal/064.jpeg,0,train
normal/065.jpeg,0,train
normal/066.jpeg,0,train
normal/067.jpeg,0,train
normal/068.jpeg,0,train
normal/069.jpeg,0,train
normal/070.jpeg,0,train
normal/073.jpeg,0,train
normal/075.jpeg,0,train
normal/076.jpeg,0,train
normal/077.jpeg,0,train
normal/078.jpeg,0,train
normal/080.jpeg,0,train
normal/083.jpeg,0,train
normal/085.jpeg,0,train
normal/086.jpeg,0,train
normal/087.jpeg,0,train
normal/089.jpeg,0,train
normal/091.jpeg,0,train
normal/092.jpeg,0,train
normal/093.jpeg,0,train
normal/094.jpeg,0,train
normal/097.jpeg,0,train
normal/098.jpeg,0,train
normal/101.jpeg,0,train
normal/102.jpeg,0,train
normal/103.jpeg,0,train
normal/104.jpeg,0,train
normal/106.jpeg,0,train
normal/107.jpeg,0,train
normal/110.jpeg,0,train
normal/111.jpeg,0,train
normal/112.jpeg,0,train
normal/114.jpeg,0,train
normal/116.jpeg,0,train
normal/119.jpeg,0,train
normal/121.jpeg,0,train
normal/122.jpeg,0,train
normal/123.jpeg,0,train
normal/124.jpeg,0,train
normal/125.jpeg,0,train
normal/129.jpeg,0,train
normal/130.jpeg,0,train
normal/131.jpeg,0,train
normal/132.jpeg,0,train
normal/133.jpeg,0,train
normal/138.jpeg,0,train
normal/139.jpeg,0,train
normal/140.jpeg,0,train
normal/142.jpeg,0,train
normal/143.jpeg,0,train
normal/144.jpeg,0,train
normal/145.jpeg,0,train
normal/146.jpeg,0,train
normal/148.jpeg,0,train
normal/150.jpeg,0,train
normal/151.jpeg,0,train
normal/152.jpeg,0,train
normal/153.jpeg,0,train
normal/154.jpeg,0,train
normal/155.jpeg,0,train
normal/156.jpeg,0,train
normal/157.jpeg,0,train
normal/159.jpeg,0,train
normal/161.jpeg,0,train
normal/163.jpeg,0,train
normal/164.jpeg,0,train
normal/166.jpeg,0,train
normal/167.jpeg,0,train
normal/168.jpeg,0,train
normal/169.jpeg,0,train
normal/170.jpeg,0,train
normal/171.jpeg,0,train
normal/172.jpeg,0,train
normal/174.jpeg,0,train
normal/175.jpeg,0,train
normal/176.jpeg,0,train
normal/177.jpeg,0,train
normal/178.jpeg,0,train
normal/179.jpeg,0,train
normal/181.jpeg,0,train
normal/182.jpeg,0,train
normal/183.jpeg,0,train
normal/186.jpeg,0,train
normal/187.jpeg,0,train
normal/189.jpeg,0,train
normal/190.jpeg,0,train
normal/191.jpeg,0,train
normal/192.jpeg,0,train
normal/195.jpeg,0,train
normal/197.jpeg,0,train
normal/198.jpeg,0,train
normal/199.jpeg,0,train
normal/200.jpeg,0,train
normal/20191129_1827192.jpg,0,train
normal/202.jpeg,0,train
normal/20200302_1725362.jpg,0,train
normal/20200303_1146172.jpg,0,train
normal/20200314_1117132.jpg,0,train
normal/20200314_1117432.jpg,0,train
normal/20200314_1123332.jpg,0,train
normal/20200314_1124072.jpg,0,train
normal/20200314_1125032.jpg,0,train
normal/20200314_1129242.jpg,0,train
normal/20200314_1129245.jpg,0,train
normal/20200314_1130302.jpg,0,train
normal/203.jpeg,0,train
normal/206.jpeg,0,train
normal/208.jpeg,0,train
normal/209.jpeg,0,train
normal/211.jpeg,0,train
normal/212.jpeg,0,train
normal/213.jpeg,0,train
normal/215.jpeg,0,train
normal/217.jpeg,0,train
normal/219.jpeg,0,train
normal/222.jpeg,0,train
normal/223.jpeg,0,train
normal/224.jpeg,0,train
normal/225.jpeg,0,train
normal/226.jpeg,0,train
normal/227.jpeg,0,train
normal/228.jpeg,0,train
normal/229.jpeg,0,train
normal/230.jpeg,0,train
normal/231.jpeg,0,train
normal/233.jpeg,0,train
normal/235.jpeg,0,train
normal/236.jpeg,0,train
normal/238.jpeg,0,train
normal/239.jpeg,0,train
normal/240.jpeg,0,train
normal/241.jpeg,0,train
normal/243.jpeg,0,train
normal/244.jpeg,0,train
normal/245.jpeg,0,train
normal/246.jpeg,0,train
normal/247.jpeg,0,train
normal/248.jpeg,0,train
normal/249.jpeg,0,train
normal/250.jpeg,0,train
normal/251.jpeg,0,train
normal/253.jpeg,0,train
normal/254.jpeg,0,train
normal/257.jpeg,0,train
normal/258.jpeg,0,train
normal/259.jpeg,0,train
normal/260.jpeg,0,train
normal/261.jpeg,0,train
normal/263.jpeg,0,train
normal/267.jpeg,0,train
normal/269.jpeg,0,train
normal/270.jpeg,0,train
normal/272.jpeg,0,train
normal/273.jpeg,0,train
normal/274.jpeg,0,train
normal/275.jpeg,0,train
normal/277.jpeg,0,train
normal/278.jpeg,0,train
normal/282.jpeg,0,train
normal/283.jpeg,0,train
normal/284.jpeg,0,train
normal/285.jpeg,0,train
normal/287.jpeg,0,train
normal/288.jpeg,0,train
normal/289.jpeg,0,train
normal/290.jpeg,0,train
normal/291.jpeg,0,train
normal/293.jpeg,0,train
normal/294.jpeg,0,train
normal/295.jpeg,0,train
normal/296.jpeg,0,train
normal/298.jpeg,0,train
normal/299.jpeg,0,train
normal/300.jpeg,0,train
normal/301.jpeg,0,train
normal/303.jpeg,0,train
normal/304.jpeg,0,train
normal/305.jpeg,0,train
normal/307.jpeg,0,train
normal/311.jpeg,0,train
normal/313.jpeg,0,train
normal/314.jpeg,0,train
normal/315.jpeg,0,train
normal/317.jpeg,0,train
normal/318.jpeg,0,train
normal/320.jpeg,0,train
normal/321.jpeg,0,train
normal/322.jpeg,0,train
normal/323.jpeg,0,train
normal/326.jpeg,0,train
normal/327.jpeg,0,train
normal/328.jpeg,0,train
normal/332.jpeg,0,train
normal/334.jpeg,0,train
normal/335.jpeg,0,train
normal/336.jpeg,0,train
normal/337.jpeg,0,train
normal/338.jpeg,0,train
normal/339.jpeg,0,train
normal/342.jpeg,0,train
normal/343.jpeg,0,train
normal/344.jpeg,0,train
normal/345.jpeg,0,train
normal/346.jpeg,0,train
normal/347.jpeg,0,train
normal/349.jpeg,0,train
normal/351.jpeg,0,train
normal/352.jpeg,0,train
normal/353.jpeg,0,train
normal/355.jpeg,0,train
normal/35556-m.jpg,0,train
normal/356.jpeg,0,train
normal/357.jpeg,0,train
normal/358.jpeg,0,train
normal/359.jpeg,0,train
normal/360.jpeg,0,train
normal/363.jpeg,0,train
normal/365.jpeg,0,train
normal/368.jpeg,0,train
normal/370.jpeg,0,train
normal/371.jpeg,0,train
normal/372.jpeg,0,train
normal/374.jpeg,0,train
normal/376.jpeg,0,train
normal/378.jpeg,0,train
normal/379.jpeg,0,train
normal/380.jpeg,0,train
normal/381.jpeg,0,train
normal/382.jpeg,0,train
normal/383.jpeg,0,train
normal/384.jpeg,0,train
normal/386.jpeg,0,train
normal/387.jpeg,0,train
normal/388x210-White_Bumps_on_Lips.jpg,0,train
normal/390.jpeg,0,train
normal/392.jpeg,0,train
normal/393.jpeg,0,train
normal/394.jpeg,0,train
normal/395.jpeg,0,train
normal/396.jpeg,0,train
normal/397.jpeg,0,train
normal/398.jpeg,0,train
normal/400.jpeg,0,train
normal/401.jpeg,0,train
normal/402.jpeg,0,train
normal/404.jpeg,0,train
normal/405.jpeg,0,train
normal/407.jpeg,0,train
normal/409.jpeg,0,train
normal/412.jpeg,0,train
normal/413.jpeg,0,train
normal/414.jpeg,0,train
normal/415.jpeg,0,train
normal/417.jpeg,0,train
normal/418.jpeg,0,train
normal/419.jpeg,0,train
normal/421.jpeg,0,train
normal/423.jpeg,0,train
normal/424.jpeg,0,train
normal/426.jpeg,0,train
normal/427.jpeg,0,train
normal/428.jpeg,0,train
normal/430.jpeg,0,train
normal/431.jpeg,0,train
normal/433.jpeg,0,train
normal/434.jpeg,0,train
normal/435.jpeg,0,train
normal/436.jpeg,0,train
normal/437.jpeg,0,train
normal/439.jpeg,0,train
normal/441.jpeg,0,train
normal/442.jpeg,0,train
normal/443.jpeg,0,train
normal/444.jpeg,0,train
normal/445.jpeg,0,train
normal/446.jpeg,0,train
normal/447.jpeg,0,train
normal/448.jpeg,0,train
normal/450.jpeg,0,train
normal/69293_mouth-exam-child-iStock-510174422.jpg_ccba64ac-3050-4b37-9641-ca94b3db2c11.jpeg,0,train
normal/883.jpg,0,train
normal/_tongue.jpg,0,train
normal/asdasdasfasf.jpg,0,train
normal/biopsy-oral-cancer.jpg,0,train
normal/dataset__654-What_Does_Mouth_Cancer_Look-642x361-Side-2.jpg,0,train
normal/download (1).jpeg,0,train
normal/download (3).jpeg,0,train
normal/download.jpg,0,train
normal/DSC_01992.jpg,0,train
normal/DSC_02063.jpg,0,train
normal/DSC_3536_2.jpg,0,train
normal/face_facial_hair_fine_looking_guy_man_model_person_portrait-1563283.jpg,0,train
normal/gum-disease.jpg,0,train
normal/IMG_20170301_1115506262.jpg,0,train
normal/IMG_57592.jpg,0,train
normal/Normal-Mouth-and-Teeth-must-know.jpg,0,train
normal/Oral-Health.jpg,0,train
normal/photo_2025-01-26_16-40-31.jpg,0,train
normal/photo_2025-01-26_16-40-32 (2).jpg,0,train
normal/photo_2025-01-26_16-40-32.jpg,0,train
normal/photo_2025-01-26_17-19-17.jpg,0,train
normal/photo_2025-01-26_17-19-22.jpg,0,train
